demand_id,publication_id,title,abstract,classifications_cpc,judgment
794374-2025,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
794374-2025,ES2156707A1,DISPOSITIVO AUTONOMO DE PRODUCCION DE AGUA CON ENERGIA SOLAR.,"Dispositivo autónomo de producción de agua con energía solar. Consiste en un equipo capaz de producir agua a partir del aire atmosférico, de cuya humedad natural se extraerá el agua, por el principio del punto de rocío, de una forma completamente autónoma, es decir sin aporte de ningún tipo de materia prima ni de energía, tomandose esta del sol, y que de forma automática puede regularse tanto en su funcionamiento como en el suministro del agua producida. Consta de un módulo solar (1) que proporciona energía para el funcionamiento del módulo frigorífico (2) que enfría unos paneles donde el aire ambiente condensa la humedad natural, siendo forzado a pasar por el Módulo Convector (4). El agua condensada se recoge, trata y almacena en el módulo hidráulico (3). Un Módulo de Control (5) contiene un autómata programable que gobierna el proceso, así como la instrumentación. Usos: Riego por goteo y otros.",,
820594-2025,ES2928677A1,Sistema de conduccion ecoeficiente adaptado a la modelización tridimensional geoposicionada de la parametrización del trazado de cualquier infraestructura lineal particularizado al vehiculo,"Sistema de conducción, con modo asistido (170) y autónomo (180), adaptado a un modelo tridimensional geoposicionado de parametrización de los elementos del trazado (60) de cualquier infraestructura lineal, que transmite instrucciones al vehículo (110) en cada punto del recorrido escogido en tiempo real, particularizado a cada vehículo en función sus características (80), desde un dispositivo (40) instalado en el mismo desde el cual se gobiernan los distintos sistemas integrantes de la invención, en función de su geoposición real traspuesta al modelo (70), en condiciones de seguridad, confort y máxima eficiencia energética mediante la gestión del ahorro energético, calculando los momentos del recorrido en los cuales no es necesario el accionamiento del sistema de propulsión, aprovechando las energías que intervienen en el movimiento del vehículo y las fuerzas resultantes, para ahorrar energía y/o generarla en motores recargables, todo adaptado a los principios del trazado",G05D1/021; G08G1/167; G01S13/931; G05D1/0212; B60K31/00,
820594-2025,ES2340132A1,SISTEMA DE CIMENTACION AUTONIVELANTE PARA EDIFICACIONES TRANSPORTABLES,"Sistema de cimentación autonivelante para edificaciones transportables, que estando especialmente concebido para viviendas o inmuebles modulares móviles, se caracteriza por tener un conjunto de gatos mecánicos (hidraúlicos, neumáticos o eléctricos) (1) dispuestos estratégicamente en la vertical de algunos soportes estructurales de la edificación modular (15) (15'') (15''''), cuyo forjado interior puede ser tradicional o estar constituido por semirremolques transformados (11) (11'') (11''''), capaces de acoplarse lateralmente entre sí y poder adquirir distintos niveles hasta atornillaras horizontalmente entre sí, mediante el alargamiento (o acortamiento) de los vástagos (6) (6'') de los gatos (1), que además lograrán mantener en todo momento el nivel preestablecido de la edificación, cualquiera que sea la altura de la placa de apoyo de cimentación (13) escogida o el asentamiento que pudiera adquirir dicho apoyo a lo largo del tiempo, y todo ello gracias a una regulación manual o automatizada con la domótica.",B60P3/32; B60P3/36; B60S9/14; B60S9/21; E04B1/35; E04B1/36; E04H1/12; B62D63/08; E04B1/343; E04B1/34352,
820594-2025,ES2570810A1,Sistema y método de tele-asistencia mediante televisor inteligente,"Sistema y método de tele-asistencia mediante televisor inteligente. El sistema comprende: - un televisor inteligente (2) con cámara de vídeo (20), micrófono (22) y módulo de conectividad IP (26) para su conexión a Internet (3); - un servidor de control (4) encargado de la gestión remota, a través de Internet (3), de los canales disponibles en el televisor inteligente (2), seleccionados entre - canales de televisión tradicional (12), - personas de contacto (11), y - servicios de video-asistencia (9); - un servidor de vídeo (5) encargado de gestionar las comunicaciones por video entre el televisor inteligente (2) y las personas de contacto (11) o los servicios de video-asistencia (9). Con la sencillez de uso de un televisor convencional, permite comunicarse por videollamada a través del televisor con servicios de tele-asistencia, amigos y familia de una manera fácil e intuitiva.",H04N5/445; H04N7/141; H04N7/173; H04N21/4223; H04N21/4788,
820594-2025,ES2326252A1,SISTEMA INALAMBRICO Y METODO DE LECTURA REMOTA DE CONTADORES,"Sistema inalámbrico y método de lectura remota de contadores. Sistema inalámbrico de lectura remota de contadores, que comprende: al menos un dispositivo de almacenamiento (100), conectado a un contador o integrado en un contador, que comprende medios (2) para almacenar datos relativos al consumo; al menos un dispositivo concentrador (200), y un dispositivo central (400). El dispositivo de almacenamiento (100) comprende medios (1, 5, 6) para enviar los datos relativos al consumo al dispositivo concentrador a través de una red de banda estrecha (500), que opera en una banda de frecuencia de uso libre. El dispositivo concentrador comprende medios para reenviar dichos datos al dispositivo central (400) a través de una red de banda ancha (600), que opera en una banda de frecuencia de uso libre.",G01D4/002; G01D4/004; Y02B90/20; Y04S20/30,
820594-2025,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
820594-2025,ES2552604A1,SISTEMA Y MÉTODO DE CONTROL DE SUPERVISIÓN VIA UNA RED TELEMÁTICA DE DATOS.,"Sistema y método de control y supervisión vía una red telemática de datos. El sistema es un sistema micro-controlado (1) y supervisa y controla una serie de dispositivos (8) tales como electrodomésticos, equipos de imagen y sonido, o maquinaria industrial. El sistema consta de sensores (3) para la recogida de datos (2) de los dispositivos (8) a controlar y actuadores (3') para enviar instrucciones (2') a dichos dispositivos (8). Los datos e instrucciones son gestionados y almacenados por una centralita (4). La centralita tiene un script (412), conectado a una base de datos (100) de datos (2) e instrucciones (2'), y está conectada a través de internet a un servidor web (300) y éste a un dispositivo exterior de administración (5), tipo tablet, smartphone u ordenador, del sistema (1) a través de una aplicación web (400).",H04L67/12,
820594-2025,ES2600452A1,Método y sistema de mantenimiento predictivo de edificios y estructuras.,"Método y sistema de mantenimiento predictivo de edificios y estructuras, que prevé la instalación de una serie de sensores (S1, S2, S3, ..., Sn) colocados en lugares estratégicos del edificio o de la estructura a controlar, en la cual o bien cada uno de los sensores está conectado mediante cableado a un nodo (NS) que está dotado de una antena de transmisión inalámbrica con un nodo central de comunicación (NC); o bien cada sensor (S1, S2) dispone de medios propios de comunicación inalámbrica y directamente transmite los datos recogidos a dicho nodo central de comunicaciones (NC); presentando cada nodo central una antena de salida que comunica los datos recibidos a un servidor (Serv) existente en un centro de datos (CD), al cual se conectan varios terminales de usuario (T1, T2, T3, ..., Tn) para controlar y gestionar su edificio, que incluye una herramienta informática de predicción (HP), que en función de parámetros físicos y químicos que se miden en los sensores estima el comportamiento y deterioro de la estructura o edificio en el futuro, mediante algoritmos (Alg) que correlacionan los parámetros físico-químicos con los procesos patológicos que se pueden dar en función del tiempo.",A45C13/02; G06Q50/08; A45C13/103; A45C5/14; A45C7/0054; A45C2005/035,
820594-2025,ES2902101A1,"BRAZALETE DE MUÑECA PARA LA MONITORIZACIÓN DE PARÁMETROS BIOQUÍMICOS HUMANOS, FÍSICOS HUMANOS Y MEDIO AMBIENTALES EN TIEMPO REAL EN COMBINACIÓN CON UN SISTEMA DE MÓDULOS DE COMUNICACIÓN, ALMACENAMIENTO E INTELIGENCIA ARTIFICIAL (IA)","La presente invención revela un brazalete de muñeca que permite monitorizar de forma continua las constantes vitales de la persona portadora, así como la adquisición de medidas de ciertos parámetros bioquímicos humanos, físicos humanos y medio ambientales en tiempo real en combinación con un sistema de módulos de comunicación, almacenamiento e inteligencia artificial (IA) comprende una pantalla (12); un indicador luminoso (14); botones (16) que permiten controlar el funcionamiento por parte del usuario; sensores (18), (20) y (22) permiten medir parámetros bioquímicos humanos, parámetros físicos humanos y parámetros medio ambientales; medios de alerta del brazalete; una unidad central de proceso (24) que permite controlar módulos de adquisición de parámetros, un módulo de comunicaciones hombre/máquina (32), un módulo de comunicaciones máquina/máquina (34), al menos un módulo de comunicaciones máquina/sistemas externos (36); un módulo de inteligencia artificial (42) que integra algoritmos de inteligencia artificial (IA); y medios de alimentación energética.",G16H40/67; A61B5/0002; A61B5/0205; A61B5/14532; A61B5/024,
820594-2025,ES2370895A1,Exoesqueleto robotizado vestible para brazo humano.,"La presente invención se refiere a un exoesqueleto robotizado accionado por cables y mecanismos paralelos de reducido peso y volumen, permitiendo al usuario moverse cómodamente y realizar terapias médicas, ayudas a la realización de fuerzas del tipo ortésico, actividades relacionadas con prácticas deportivas o entrenamientos especializados que requieran secuencias de movimientos o ayuda para las tareas cotidianas. El sistema está formado por un chaleco (8), al cual están adosados el exo-brazo (2), el exo-antebrazo (3), una estructura de cinemática paralela del hombro que permite efectuar un seguimiento de los desplazamientos del hombro respecto al cuerpo, un sistema de compensación del peso (4, 5) del conjunto articulado, accionamientos de potencia (6) que permiten mover de manera controlada el brazo articulado, un sistema de alimentación autónomo y una unidad de control basada en computador (1) en la que residirán los procedimientos de control de movimiento, que pueden ser programados, tele-operados o coordinados.",A61F5/013; A61H1/0274; B25J9/0006,
